Chloraphylla ugL,DO mg,DO Sat,EC mScm,pH,Temp degC,Turbidity NTU
4.45,4.88,72.75,40.255,7.655,28.725,3.9
4.4,4.9,73.1,40.305,7.68,28.675,2.9
3.6,4.84,72.6,40.96,7.68,28.915,4.3
4.85,4.855,73.25,41.785,7.72,29.075,5.95
5,4.76,72.25,43.4,7.76,29.055,15.4
4.1,4.775,72.45,43.88,7.78,28.935,7.35
3,4.9,74.2,43.885,7.8,28.83,4.65
4.55,4.83,73.25,43.91,7.8,28.915,8.95
3.8,4.765,72.15,43.1,7.775,28.96,9.05
4.65,4.825,72.75,42.03,7.755,28.915,10.2
4.5,4.88,73.05,40.905,7.735,28.84,9.15
5.35,4.88,72.8,40.435,7.71,28.705,8.65
6.4,4.92,72.95,39.955,7.67,28.505,11.25
5.35,4.925,72.85,39.645,7.64,28.335,8.8
4.7,5.085,73.3,34.61,7.665,27.97,13.6
4.7,4.95,72.1,36.715,7.645,28.14,10.4
4.85,4.99,72.2,36.125,7.675,27.88,10.15
3.95,4.785,70.45,39.25,7.695,28.23,5.75
3.3,4.695,69.55,40.355,7.705,28.28,4.4
2.65,4.65,69.35,41.815,7.72,28.36,5.75
4,4.58,68.25,41.545,7.715,28.36,11.95
3.35,4.535,67.5,41.16,7.695,28.39,7.05
3.25,4.49,66.6,40.785,7.665,28.285,6
3.15,4.47,65.85,40.115,7.635,28.065,5.25
3.2,4.51,66.1,39.45,7.6,27.815,4.6
3.15,4.535,66.05,39,7.59,27.63,3.15
3,4.665,67.9,38.75,7.61,27.6,2.9
3.3,4.545,66.5,38.935,7.595,27.92,4
3.7,4.62,67.8,38.985,7.63,28.075,5.25
2.95,4.52,66.9,40.75,7.675,28.155,6.8
3.05,4.51,66.9,41.05,7.685,28.205,5.1
3,4.545,67.75,41.665,7.705,28.37,5.2
2.8,4.565,68,41.205,7.7,28.425,9.2
3.95,4.64,68.9,39.97,7.69,28.505,8.7
5.05,5.135,75.4,36.2,7.705,28.775,5.75
5.55,5.285,76.9,33.825,7.7,28.805,5
6.2,5.21,75.65,33.65,7.675,28.66,4.85
4.85,5.15,74.25,32.945,7.64,28.445,5.2
4.8,5.11,72.8,30.6,7.61,28.265,4.45
4.2,5.18,73.2,29.22,7.615,28.095,3.05
4.85,5.1,72.5,30.795,7.61,28.06,4.6
4.85,4.995,71.45,32.305,7.6,28.07,5.55
4.35,4.81,69.45,34.585,7.615,28.125,3.95
4.2,4.795,69.65,35.715,7.63,28.185,3.3
3.3,4.585,66.95,37.25,7.635,28.13,3.75
4,4.6,66.5,35.245,7.64,27.98,4.9
4.65,4.955,68.9,25.9,7.67,27.78,5.1
4.6,5.185,71.3,23.805,7.705,27.675,4.55
5,5.11,69.85,22.45,7.7,27.55,4.55
4.65,5.03,68.1,20.235,7.695,27.545,5.4
4.45,5.045,67.95,18.815,7.695,27.525,5.2
5.15,5.1,69.05,18.795,7.71,27.82,4.45
4.75,5.085,69.8,20.83,7.675,28.165,4.35
4.95,5.065,70.45,22.815,7.66,28.55,4.65
5.1,5.23,73.8,25.545,7.675,28.825,3.1
4.6,5.225,74.65,28.03,7.68,28.935,3.15
4.5,5.16,74.95,31.09,7.67,29.29,3.1
5.6,5.24,76.6,31.505,7.685,29.605,3.3
6.3,5.7,82,24.205,7.76,30.21,5.05
8.5,6.375,90.5,19.975,7.875,30.32,5.8
8.85,6.47,91.2,19.04,7.895,30.145,5.65
8.9,6.31,88.55,18.93,7.87,29.87,6.45
6.35,6.085,84.6,17.575,7.85,29.63,7
5.75,6,82.85,16.69,7.855,29.4,5.5
5.35,5.885,81,16.715,7.845,29.21,4.85
5.8,5.66,78.65,19.2,7.77,29.245,5.4
6.15,5.495,76.9,21.515,7.745,29.125,4.25
5.45,5.445,76.3,22.805,7.74,28.995,3.45
6,5.425,76.1,23.495,7.74,28.87,2.55
5.1,4.94,70.05,26.49,7.68,28.87,2.45
4.95,4.86,68.4,24.74,7.675,28.81,3.1
5.15,5.195,71.5,18.845,7.765,28.755,4.8
5.5,5.235,71.45,16.715,7.78,28.695,4.75
5.7,5.34,72.45,14.76,7.805,28.69,4.7
4.85,5.48,73.95,12.9,7.84,28.82,5.25
5.15,5.695,77.05,11.9,7.88,29.115,4.35
4.9,5.875,80.25,11.6,7.915,29.72,4.05
5.7,5.56,76.85,14.75,7.835,29.775,4.5
6.15,5.845,81.7,15.325,7.83,30.405,4.1
5.65,6.25,88.8,15.125,7.895,31.375,2.95
6.65,6.365,91.7,16.185,7.895,32.04,2.8
9.3,6.485,94.2,18.225,7.89,32.12,2.75
11.2,6.25,90.85,21.93,7.83,31.375,2.8
11.05,6.73,96.55,16.61,7.965,31.69,5
9.55,6.9,97.85,13.87,8.035,31.59,6.3
8.2,6.905,97.4,13.36,8.035,31.32,6.25
8,6.645,92.4,12.455,8.015,30.665,6.35
6.85,6.445,88.85,11.79,7.99,30.29,7.9
6.15,6.3,86.25,11.22,7.99,29.945,6.95
5.9,6.24,85,11.155,7.985,29.705,5.75
6.7,6.13,84.05,12.51,7.94,29.77,6.1
5.95,5.84,80.65,15.22,7.87,29.705,5.5
6.1,5.795,79.85,15.72,7.86,29.49,4.2
5.75,5.435,75.6,18.155,7.8,29.53,3.85
5.1,5.185,72.45,20.045,7.745,29.44,3.15
4.55,5.08,70.6,18.96,7.75,29.325,3.75
5,5.295,72.25,14.56,7.825,29.135,4.95
5.65,5.385,73.05,13.135,7.85,29.04,5.3
5.9,5.63,75.8,10.84,7.91,29.07,5.85
7.05,5.965,80.1,8.9815,7.975,29.295,6.05
6.15,6.295,85.1,8.0995,8.045,29.84,4.8
4.8,6.595,90.15,8.1785,8.07,30.475,4.8
5.25,6.505,90.2,10.4095,8.005,30.895,5.1
5.25,6.5,91.25,11.74,7.97,31.34,6.45
5.95,6.675,94.65,12.39,7.98,31.81,5.1
6.9,7.035,100.45,13.165,8.025,32.115,3.8
8.6,7.13,102.3,14.33,8.03,32.12,3.95
9.45,6.675,95.85,17.275,7.945,31.57,3.85
10.8,6.85,98.15,16.71,7.965,31.585,4.35
9.7,7.225,102.85,14.045,8.07,31.73,5.4
8.5,7.255,102.05,11.835,8.125,31.49,7.4
7.8,7.005,97.6,10.63,8.115,31.14,7.9
7.2,6.91,95.45,9.2595,8.12,30.875,7.2
6.35,6.92,94.95,7.821,8.16,30.73,6.55
6.65,6.675,91.8,9.4615,8.075,30.62,6.4
6.35,6.375,88.3,11.365,8.01,30.615,5.5
6,6.255,85.85,11.875,7.965,29.98,6.2
5.35,6.125,84.75,13.405,7.895,30.13,6.1
5.45,5.855,81.4,15.31,7.875,30.09,4.1
4.7,5.615,78.05,16.46,7.84,29.84,4.1
4.35,5.19,72.7,18.38,7.77,29.83,3.65
4.25,5.28,73.15,15.72,7.81,29.78,4.4
6.6,5.5,75.5,13.27,7.865,29.73,5.05
8.65,5.815,79.45,11.645,7.91,29.77,6.1
12.1,6.445,87.95,10.1075,8,29.975,6.15
7.35,6.86,94.1,9.3965,8.055,30.46,6.75
9.1,7.065,97.65,10.805,8.03,30.61,6.55
10.3,7.275,101.3,12.015,8.01,30.825,6.6
12.45,7.475,104.3,12.895,8.02,30.81,6.85
10.05,7.42,104.05,14.085,8.015,30.84,5.55
7.4,6.775,95.55,16.13,7.945,30.73,4.15
8.7,6.79,96.2,16.76,7.94,30.905,4.25
8.05,6.565,92.85,17.105,7.94,30.73,4.65
6.55,6.645,92.95,15.01,7.965,30.5,5.8
9.1,7.195,99.05,11.05,8.115,30.345,8
9.85,7.005,95.4,8.323,8.14,30.25,12.85
9.6,6.79,91.85,6.777,8.08,30.1,15.75
10.1,6.58,88.2,5.712,8.04,29.81,15.55
8.6,6.51,86.7,5.099,8.01,29.555,14.45
9.05,6.44,85.9,5.384,7.995,29.525,14
9.05,6.37,85.45,7.012,7.965,29.585,12.3
8.55,6.285,84.35,7.9965,7.96,29.41,9.95
7.45,6.19,83.35,9.108,7.955,29.39,8.2
6.05,6.06,81.95,10.4,7.925,29.43,6.75
6.05,5.86,79.3,11.595,7.905,29.205,5.65
7.15,5.65,76.4,11.725,7.87,29.16,7.1
9.1,5.705,76.2,9.0425,7.88,28.98,9.3
11,5.76,76.85,7.976,7.87,29.03,10.25
11.95,6.05,80.55,6.558,7.89,29.25,10.45
10.9,6.44,85.75,5.051,7.935,29.5,9.4
8.9,6.955,92.55,3.5765,8.01,29.75,7.9
10.6,7.125,95.3,4.4655,8.015,29.925,8.5
15.3,7.215,96.9,6.017,8.01,29.825,8.9
19.5,7.47,100.55,7.0985,8.03,29.765,8.35
18.05,7.59,102.6,8.1035,8.025,29.8,7.55
12.5,7.08,95.85,9.117,8.02,29.72,6.4
9.15,6.86,92.85,9.688,7.96,29.61,5.9
7.65,6.485,88.05,11.44,7.92,29.44,5.5
7.2,6.385,86.1,10.518,7.915,29.225,5.85
8.8,6.515,86.75,8.033,7.945,28.995,7.25
8.75,6.34,83.9,7.1425,7.925,28.805,8.05
9.35,6.255,82.35,6.4665,7.885,28.65,8.8
8.65,6.135,80.6,6.3195,7.87,28.525,8.8
7.85,6.095,80,6.254,7.86,28.485,8.75
8.55,6.025,78.85,6.1865,7.86,28.29,8.25
8.5,5.94,77.9,7.0845,7.825,28.275,7.5
7.65,5.7,75.2,8.7195,7.785,28.325,6.4
6.65,5.585,74,9.903,7.765,28.31,5.35
6.55,5.49,72.9,11.005,7.77,28.245,4.75
6.5,5.13,68.95,14.04,7.72,28.315,3.9
8.5,4.965,67.15,16.175,7.71,28.24,3.2
8.7,5.03,67.85,15.525,7.73,28.24,4.3
11.35,5.565,74.2,12.435,7.775,28.19,5.2
12.05,5.985,79.6,10.342,7.825,28.43,6.05
13.25,6.285,83.4,8.8465,7.87,28.645,6.55
10.05,6.825,90.85,7.0125,7.915,29.17,7.6
10.65,7.335,98.25,6.8595,7.95,29.48,7.65
15.85,7.88,106,8.4795,8.01,29.49,7.3
25.8,8.095,109.65,10.2925,8.01,29.55,6.55
20.2,8.225,111.85,11.18,8.035,29.56,6.2
11.25,7.6,103.65,13.015,7.995,29.415,4.2
4.95,6.485,88.9,15.085,7.875,29.255,3.4
3.85,6.145,84.3,16.08,7.82,29.105,2.9
3.35,5.63,77.2,17.835,7.795,28.745,2.95
3.7,4.96,68.45,19.18,7.69,28.78,3.4
4.25,5.475,74.15,15.765,7.71,28.46,4.75
5.45,5.82,77.75,12.835,7.755,28.27,6.15
6.2,6.05,80.15,11.14,7.795,28.075,6.55
7.4,6.22,81.8,10,7.825,27.875,6.45
7.15,6.155,80.7,9.787,7.84,27.7,6
6.6,5.63,74.65,12.565,7.755,27.8,5.1
6.1,5.37,71.25,13.85,7.71,27.62,4.55
4.8,5.21,69.5,15.405,7.695,27.61,3.25
4.9,4.895,66.35,18.45,7.665,27.945,2.2
4.85,4.535,62.45,22.235,7.625,28.085,1.55
6.25,4.585,63.6,23.765,7.645,28.2,1.2
5.3,4.54,63.6,24.395,7.65,28.565,1.55
7.25,5.34,73.95,20.735,7.7,28.715,2.85
7.85,6.02,82.85,17.045,7.765,29.09,4.55
7.25,6.555,90.1,14.105,7.815,29.65,5.85
9.75,7.225,99.35,12.175,7.875,30.045,5.65
10.9,7.795,108,12.75,7.945,30.36,5.45
14.85,8.33,116.35,15.255,7.975,30.355,5.3
25.5,8.755,122.9,17.11,8.05,30.27,4.5
21.45,8.51,119.5,18.575,8.02,30.005,4.05
11.5,8.26,115.8,19.655,8,29.68,2.65
6,7.95,111.3,20.28,8.02,29.445,1.75
4.4,7.26,101.5,21.06,7.95,29.205,1.65
4.1,6.14,85.85,21.885,7.845,29.005,2.65
4.45,6.35,87.5,18.7,7.785,28.815,3.95
5.6,6.53,88.95,15.685,7.82,28.775,4.95
6.8,6.365,86.25,14.235,7.825,28.76,5.25
6.35,6.175,83.1,12.435,7.785,28.755,5.9
7.85,6.02,80.35,10.94,7.755,28.555,5.45
9.65,5.965,79.3,10.975,7.735,28.325,5.1
8.5,5.81,78,13.42,7.705,28.445,4.6
8.05,5.59,75.6,15.515,7.685,28.42,3.75
7.45,5.505,74.55,16.635,7.665,28.215,3.1
8.05,5.44,74.3,18.61,7.68,28.33,1.9
8.05,5.265,73,21.69,7.645,28.59,1.3
9.05,5.325,74.85,23.755,7.6,28.975,1.25
10.6,5.6,79,23.08,7.61,29.335,1.8
11.05,6.32,88.25,17.975,7.735,29.77,3.3
14.3,6.85,95.75,15.295,7.785,30.37,4.1
19.2,7.49,105.4,14.4,7.835,30.935,4
11.6,7.365,103.55,12.58,7.875,31.275,4.7
10.55,7.48,105.25,11.84,7.88,31.46,4.4
16.35,7.785,109.95,13.31,7.885,31.39,4.45
31.7,8.66,122.3,15.195,7.97,31.01,4.3
33.3,9.26,130.6,16.475,8.05,30.69,3.35
12.7,8.74,122.85,16.905,8.095,30.37,2.5
7.1,8.26,115.6,17.435,8.03,29.995,1.7
4.85,7.215,101,19.3,7.975,29.64,1.6
4.45,6.07,84.95,20.32,7.765,29.42,2.5
5,6.36,88.25,17.295,7.725,29.54,3.55
5.2,6.26,85.95,15.035,7.745,29.395,3.65
5.35,6.045,82.55,13.54,7.76,29.365,4.25
5.6,6.11,82.8,11.455,7.74,29.265,5.25
6.85,5.985,80.55,10.435,7.76,29.155,4.8
9,5.81,78.4,11.505,7.75,29.08,4.25
9.2,5.565,75.85,14.06,7.715,29.115,3.7
10.05,5.44,74.75,16.61,7.695,29.085,3.1
12.7,5.635,77.3,16.865,7.71,28.96,2.2
7.65,5.66,78.8,19.53,7.71,29.27,1.4
10.3,5.82,81.65,20.685,7.68,29.52,1.15
11.15,5.915,84.3,23.09,7.66,29.885,1.1
9.25,5.725,81.7,21.3,7.725,30.335,1.85
8.95,6.47,91.2,16.225,7.73,30.675,3.2
10.7,6.88,97.4,15.13,7.825,31.195,4.1
11.4,7.21,102.6,14.635,7.875,31.6,4.15
10.35,7.395,105.65,13.475,7.895,32.075,5.25
9.75,7.45,106.15,12.29,7.945,32.145,4.6
11.5,7.475,106.2,13.195,7.935,31.77,4.4
20.2,8.06,114.6,14.74,7.98,31.53,3.95
15.95,7.635,108.1,15.555,7.975,31.105,3.45
10.55,7.475,105.45,15.735,7.955,30.835,3.2
6.6,7.455,104.65,16.04,8.005,30.495,2.4
4.95,6.63,93.1,17.59,7.905,30.15,2.5
4.7,6.15,86.1,17.645,7.785,29.97,4
5.45,6.25,86.35,13.39,7.735,30.04,5.9
6,6.17,84.55,12.025,7.82,29.91,6.45
7.4,6.14,83.65,10.31,7.825,29.86,7.15
6.35,6.07,82.15,9.048,7.835,29.705,6.5
6.55,6.045,81.3,8.2435,7.835,29.56,6.3
7.8,5.91,79.85,9.2895,7.83,29.575,7.15
9.05,5.64,76.95,11.86,7.795,29.67,7.25
10.35,5.51,75.7,13.815,7.76,29.65,5.85
10.35,5.935,81.75,14.14,7.78,29.765,5.7
7.85,5.85,82.25,18.11,7.695,30.105,3.3
8.1,5.69,80.95,20.475,7.68,30.345,3.4
7.45,5.865,84.05,20.685,7.74,30.705,3.25
6,6.33,89.65,15.27,7.805,31.2,5.15
7.35,6.925,97.65,12.585,7.9,31.43,6.9
7.5,7.095,99.95,11.925,7.935,31.54,7.35
7.4,7.225,101.6,10.133,7.97,31.77,9.4
9.75,7.49,104.6,8.8175,8.03,31.625,8.9
10.7,7.45,103.85,9.6375,8.035,31.34,9.1
11,7.39,103.45,11.69,7.995,31.21,8.65
9.35,6.785,95.35,14.06,7.935,30.935,7.95
7.05,6.735,94.3,14.675,7.9,30.61,7.5
6.45,6.79,95.05,15.225,7.945,30.49,6.7
5.65,6.43,89.7,16.305,7.9,30.055,6.4
4.7,6.005,83.95,18.005,7.82,29.82,7.35
5.45,5.96,82.2,15.49,7.785,29.605,9.15
5.65,6.195,84.25,11.955,7.8,29.485,11.65
7.1,6.215,83.75,9.8695,7.85,29.32,13
6.6,6.145,82.35,8.48,7.875,29.225,13.65
7.1,6.215,82.6,7.0615,7.885,29.05,12.15
8.45,6.17,81.8,6.7525,7.89,28.975,12.45
8.6,5.925,78.9,8.397,7.86,28.88,12.8
10.3,5.685,76.3,10.566,7.795,28.95,13.2
8.85,5.645,76.5,12.95,7.775,29.01,10.7
8.55,5.725,78.5,15.51,7.79,29.26,7.65
7.25,5.72,79.75,18.895,7.73,29.485,4.65
6,5.665,79.5,19.77,7.765,29.7,6.6
7.4,6.185,86.2,16.51,7.785,29.99,7.55
10.825,7.015,96.05,11.995,7.905,29.835,12.35
13,6.825,93.25,10.92,7.93,29.925,14.5
12.75,6.785,92.2,8.993,7.91,29.92,15.8
10.8,6.83,92.15,7.182,7.915,29.88,16.2
10.25,7.02,94.2,5.767,7.92,29.83,15.75
10.9,6.99,93.8,6.201,7.95,29.745,15.05
11.15,6.77,91.15,7.7805,7.935,29.635,15.65
10.6,6.395,86.05,8.899,7.89,29.395,14.9
9.15,6.485,87,9.3,7.89,29.185,13.55
8.35,6.27,84.65,11.215,7.82,29.18,11.55
8.9,6.18,83.2,11.455,7.82,28.985,12.55
7.6,6.14,81.9,8.8895,7.83,28.915,13.45
8.7,6.215,82.35,7.1575,7.84,28.825,14.45
7.65,6.225,82,5.75,7.825,28.75,12.4
7.6,6.26,82,4.5255,7.81,28.665,12.45
7.5,6.185,80.75,3.8705,7.77,28.59,11.95
8.35,6.205,80.7,3.509,7.755,28.47,11.05
7.7,6.195,80.35,3.268,7.76,28.345,10.85
7.65,6.1,79.5,4.231,7.75,28.45,11.1
8.9,5.915,77.9,6.6785,7.74,28.565,11.4
9.6,6.2,82.1,7.6365,7.79,28.745,10.75
8.45,6.21,82.95,9.304,7.82,28.92,9.25
8.35,6.11,82.35,11.22,7.81,29.075,9.1
8.45,6.275,84.85,11.22,7.815,29.26,10.85
10.35,6.705,89.8,7.9935,7.88,29.31,11.9
10.1,6.555,87.15,6.108,7.88,29.24,14.3
10.1,6.665,88.15,4.3085,7.84,29.305,15.15
11.1,6.67,88.05,3.2605,7.805,29.305,14.95
10.65,6.685,88,2.79,7.775,29.235,14.25
11.65,6.745,88.55,2.602,7.765,29.13,14.25
11.1,6.65,87.15,2.8255,7.77,29.015,13.25
10.45,6.57,86.3,3.769,7.75,28.94,12.75
9.65,6.42,84.25,4.5755,7.75,28.74,11.45
9.9,6.44,84.35,4.942,7.765,28.645,10.35
9.15,6.295,82.95,6.9475,7.74,28.61,9.7
9.35,6.08,79.9,6.663,7.74,28.46,10.55
9.8,6.165,80.45,5.173,7.735,28.375,12.15
10.45,6.15,79.8,3.8315,7.72,28.29,13.65
9.5,6.08,78.55,2.797,7.72,28.19,13.5
9.9,6,77.15,2.306,7.69,28.05,12.55
9.5,5.88,75.5,2.1695,7.685,27.97,11.85
9.8,5.83,74.8,2.0455,7.675,27.9,11.45
9.45,5.88,75.4,2.2415,7.665,27.885,11.2
9.95,5.915,76.35,3.25,7.655,28.07,12
8.85,5.945,77.3,4.5975,7.645,28.235,11.05
9.7,6.31,82.6,5.715,7.655,28.44,9.15
8.35,6.07,80.15,8.078,7.68,28.495,7.8
8.45,6.11,81.2,8.525,7.695,28.705,9.4
8.95,6.265,83.2,7.635,7.745,28.87,10.8
10.95,6.815,89.8,5.4705,7.805,28.895,11.45
11.55,7.03,92.25,3.8105,7.79,28.89,11.15
12.2,7.29,95.4,2.888,7.77,28.905,12.25
13,7.525,98.25,2.2525,7.77,28.895,13.7
13.6,7.63,99.35,2.014,7.775,28.775,13.95
14.25,7.475,97.15,2.2405,7.77,28.64,13.55
12.9,7.145,92.95,3.1675,7.75,28.53,12.15
12.2,6.905,89.85,4.099,7.725,28.345,11.15
12.4,6.965,90.45,4.4735,7.705,28.165,9.15
11.85,6.74,87.8,5.848,7.705,28.155,8.45
10.75,6.455,84.35,7.5545,7.7,27.98,9.15
10.5,6.44,83.85,7.082,7.73,27.855,9.8
12.5,6.635,85.75,5.148,7.74,27.78,12.35
12.9,6.635,85.35,3.915,7.73,27.72,12.9
12.55,6.615,84.55,3.1185,7.72,27.525,14
12.85,6.515,82.85,2.651,7.71,27.335,13.25
12.35,6.48,82.15,2.413,7.69,27.21,12.3
12.85,6.5,82.45,2.429,7.67,27.18,11.4
11.75,6.485,82.8,3.3525,7.665,27.455,12.1
11.7,6.335,81.85,5.3735,7.645,27.7,11.9
11,6.56,85.5,6.9405,7.67,27.965,9.7
10.15,6.79,89.15,8.4215,7.705,28.11,7.85
9.25,6.55,86.95,10.38,7.69,28.35,8.55
9.9,6.54,86.8,9.8725,7.715,28.395,10.6
11.2,6.765,89.2,8.372,7.75,28.365,13.25
14.65,7.495,98.2,6.1275,7.81,28.385,13.6
15,7.805,101.7,4.2265,7.855,28.44,14.4
14.55,7.83,101.75,3.146,7.83,28.445,15.65
15.1,7.965,103.2,2.6145,7.805,28.375,15.2
16,7.87,101.6,2.5525,7.8,28.21,15.1
16.4,7.67,99.05,3.2985,7.785,28.06,14.75
14.1,7.39,95.55,4.452,7.77,27.925,12.8
13.65,7.325,94.55,5.0525,7.755,27.75,10.6
13.15,7.185,93.15,6.2225,7.745,27.78,9.45
13.25,6.755,88.2,8.8885,7.73,27.66,8.45
12.45,6.52,84.85,9.329,7.71,27.42,8.8
14,6.83,88.15,7.3025,7.73,27.315,10.6
14.95,6.865,88.05,5.646,7.675,27.27,11.5
14.95,6.77,86.35,4.478,7.665,27.185,12.65
14.1,6.695,84.85,3.59,7.65,26.99,13.35
14.1,6.57,82.95,3.245,7.625,26.84,12.55
14.25,6.6,83.15,2.984,7.605,26.76,11.8
14.7,6.735,85.2,3.5075,7.59,26.865,11.35
13.65,6.63,84.6,4.903,7.585,27.115,11.55
14.45,6.835,87.7,6.2755,7.59,27.2,10.4
14.05,7.14,92.45,7.103,7.6,27.565,7.95
11.65,6.76,88.95,11.005,7.59,27.71,6.15
10.6,6.965,92.3,11.895,7.59,27.885,6.4
11.15,7.13,94.25,10.805,7.635,28.035,8.2
16.5,7.82,102.6,8.2895,7.72,28.07,9.95
16.9,7.96,103.65,6.283,7.745,28.05,10.9
17.2,7.89,102.3,5.0625,7.7,27.97,12.65
18.05,7.81,100.4,3.725,7.7,27.765,13.7
18.55,7.76,99.15,3.1255,7.66,27.52,13.05
17.7,7.65,98,3.944,7.65,27.485,12.15
18,7.54,97.05,5.5685,7.64,27.49,11.25
16.45,7.155,92.15,6.39,7.62,27.35,10.3
15.3,7.255,93.35,6.9125,7.605,27.225,8.95
14.45,6.85,88.2,8.125,7.615,27.055,8.05
13.25,6.71,86.75,9.6755,7.61,27.015,8.15
14.25,6.765,86.9,8.227,7.595,26.86,8.8
14.85,6.745,86.2,7.017,7.595,26.815,10.2
15,6.6,83.9,5.991,7.6,26.715,10.55
13.2,6.5,82.25,5.218,7.59,26.575,11
13.2,6.375,80.15,4.3595,7.57,26.4,11.25
12.1,6.46,80.9,3.681,7.525,26.28,10.65
14.4,6.69,84.4,3.896,7.52,26.6,10.7
14.25,6.845,87.25,5.253,7.53,27.005,11.15
14.1,6.86,88.45,7.2135,7.52,27.285,10.2
14.55,7.645,99.45,7.156,7.56,27.785,9.8
11.95,7.845,103.2,7.801,7.625,28.295,8.65
10.7,7.455,99.15,11.145,7.625,28.285,7.4
11.2,7.68,102.6,11.82,7.665,28.44,7.95
15.25,8.425,112.5,10.119,7.725,28.73,10.1
19.05,8.845,117.2,6.9125,7.82,28.88,12.85
20.05,8.66,114.3,6.076,7.775,28.805,14.45
18.45,8.315,108.9,5.1765,7.755,28.55,15.7
17.55,7.89,102.35,4.045,7.69,28.21,14.65
16.8,7.965,103,3.987,7.635,28.015,17.75
16.55,7.655,99.2,5.1185,7.595,27.935,14.5
17.15,7.5,97.5,6.7205,7.575,27.82,13.05
15.05,7.555,97.95,7.159,7.565,27.615,11.1
14.2,7.39,95.7,7.387,7.585,27.53,10.2
12.85,6.965,90.7,9.767,7.565,27.375,8.85
13.35,6.705,87.4,10.995,7.55,27.21,8.85
14.65,6.695,86.85,9.541,7.545,27.195,10.6
16.3,6.675,85.95,7.8525,7.51,27.095,11.8
14.65,6.51,83.4,6.857,7.485,26.96,12.35
14.85,6.33,80.55,6.0095,7.475,26.76,12.4
15.8,6.365,80.75,5.342,7.45,26.695,13.2
15.55,6.545,83.15,5.063,7.435,26.85,13.35
17.25,6.88,88.35,5.7995,7.44,27.33,12.75
16.6,6.985,90.85,7.321,7.465,27.765,12.25
14.2,7.305,96.05,8.0625,7.46,28.23,10.6
18.35,7.91,104.6,8.8535,7.565,28.41,9.45
17.35,8.02,107.3,9.209,7.61,29.055,9.55
14.3,7.78,105.05,12.215,7.645,28.985,7.9
15.8,7.44,100.5,13.355,7.645,28.76,8.25
22.15,8.165,109.65,11.61,7.685,28.785,10.8
28.6,8.45,112.25,8.758,7.755,28.67,13.1
28.85,8.04,105.75,7.11,7.71,28.445,15.3
30.35,7.62,99.3,5.873,7.655,28.17,16.75
25.4,7.36,95.25,5.0855,7.59,27.88,16.6
19.05,7.205,93.15,5.6065,7.515,27.725,15.15
25.6,7.09,91.8,6.7965,7.5,27.62,14.4
23.15,6.965,90.3,7.8105,7.49,27.48,12.85
24.15,7.065,91.65,8.564,7.495,27.415,10.55
16.25,6.99,91.7,10.71,7.52,27.6,8.5
15.2,6.44,84.65,12.795,7.535,27.31,7.35
33.2,6.65,86.5,11.15,7.54,27.02,10.2
13.3,6.71,86.35,8.5925,7.505,26.905,11.85
13.45,6.695,85.7,7.308,7.49,26.84,13.15
13.1,6.6,83.9,6.198,7.49,26.69,13.7
14.55,6.53,82.6,5.707,7.47,26.525,14.75
16,6.63,83.95,5.2955,7.465,26.615,14.3
17,6.855,87.45,5.288,7.45,27.01,13.85
19.8,7.225,93.2,6.62,7.47,27.42,12.9
19.9,7.43,97.1,8.108,7.505,27.865,12.45
19.25,7.875,104,9.0915,7.565,28.29,10.4
18.05,7.86,104.5,10.6,7.625,28.39,8.75
18.35,7.975,106.9,11.39,7.685,28.725,7.9
14.3,7.205,97.35,14.285,7.665,28.61,7.4
12.1,7.005,94.8,15.33,7.63,28.485,6.9
21.7,7.92,105.8,11.97,7.665,28.435,10.65
18.95,8.04,105.55,7.64,7.655,28.205,15.25
17.7,7.825,101.85,6.4095,7.62,27.985,18.6
16.85,7.6,98.3,5.42,7.58,27.795,18.15
15.5,7.505,96.5,5.1705,7.535,27.54,17.15
16.5,7.21,92.6,5.738,7.51,27.375,16.1
16.2,6.95,89.15,6.383,7.49,27.145,14.45
14.1,6.815,87.35,7.034,7.475,26.99,12.8
10.9,6.92,89.3,8.389,7.48,27.115,10.4
10.05,6.645,87.1,11.56,7.5,27.345,7.3
9.2,6.28,82.2,13.075,7.505,27,8.1
12,6.65,85.45,9.5705,7.49,26.62,11.15
12.45,6.805,86.5,6.633,7.505,26.585,13.45
13.1,6.755,85.55,5.382,7.505,26.6,14.95
13.05,6.735,85.1,5.1705,7.485,26.48,13.5
14.4,6.84,86.3,4.74,7.465,26.545,14.2
15.4,7.015,89.1,4.555,7.445,26.915,14.55
18.3,7.155,91.7,5.41,7.435,27.25,13.35
21.15,7.4,95.85,6.972,7.455,27.56,12.65
20.2,7.635,100.2,8.504,7.485,28.05,11.3
16.95,6.995,93,10.96,7.52,28.31,9.45
21.4,7.625,102.1,11.53,7.515,28.61,9.25
15.5,7.26,97.6,13.09,7.545,28.56,7.85
11.95,6.54,88.5,15.36,7.535,28.485,7.2
12.75,6.845,91.85,13.325,7.49,28.41,9.5
13.7,7.455,98.2,9.083,7.525,28.16,12.35
15.15,7.525,97.95,6.8925,7.535,27.9,14.45
15.25,7.55,97.55,5.465,7.585,27.725,15.75
16.3,7.4,95.35,5.1145,7.54,27.61,15.6
15.35,7.225,92.8,4.85,7.52,27.535,14.75
14.6,7.165,92.05,5.706,7.5,27.355,13.75
